order	a_word	b_alphabet	c_meaning
1787	but	"英:/b?t/ 美:/b?t,b?t/ "	"1. conj. 但是；然而；而是
2. adv. 仅仅，只"
1788	exquisite	英:/'ekskw?z?t/ 美:/?k'skw?z?t/ 	玲珑
1789	disadvantage	英:/d?s?d'vɑ?nt?d?/ 美:/?d?s?d'v?nt?d?/ 	坏处
1790	collection	英:/k?'lek?(?)n/ 美:/k?'l?k??n/ 	集
1791	grit	英:/gr?t/ 美:/ɡr?t/ 	"1. vt. 研磨；在…上铺砂砾
2. vi. 摩擦作声"
1792	doubt	英:/da?t/ 美:/da?t/ 	"1. n. 怀疑；疑问；疑惑
2. v. 怀疑；不信；[古]恐怕；拿不准"
1793	bench	英:/ben(t)?/ 美:/b?nt?/ 	"1. n. 长凳；工作台；替补队员
2. vt. 给…以席位；为…设置条凳"
1794	conscious	英:/'k?n??s/ 美:/'kɑn??s/ 	意识
1795	butcher	英:/'b?t??/ 美:/'b?t??/ 	"1. vt. 屠杀
2. n. 屠夫"
1796	clove	英:/kl??v/ 美:/klov/ 	"1. n. 丁香
2. v. 劈开（cleave的过去式）"
1797	chest	英:/t?est/ 美:/t??st/ 	n. 胸，胸部；箱子；衣柜；金库
1798	brisk	英:/br?sk/ 美:/br?sk/ 	"1. adj. 敏锐的，活泼的，轻快的；凛冽的
2. vi. 活跃起来；变得轻快"
1799	consciousness	英:/'k?n??sn?s/ 美:/'kɑn??sn?s/ 	意识
1800	fruit	英:/fru?t/ 美:/frut/ 	"1. n. 水果；产物
2. vi. 结果实"
1801	banister	英:/'b?n?st?/ 美:/'b?n?st?/ 	n. 栏杆的支柱；楼梯的扶栏
1802	doubtful	英:/'da?tf?l/ 美:/'da?tf?l/ 	adj. 可疑的；令人生疑的；疑心的；不能确定的
1803	bend	英:/bend/ 美:/b?nd/ 	"1. vt. 使弯曲；使屈服；使致力；使朝向
2. vi. 弯曲，转弯；屈服；专心于；倾向"
1804	doubtless	英:/'da?tl?s/ 美:/'da?tl?s/ 	"无疑的, 确定的"
1805	bank	英:/b??k/ 美:/b??k/ 	"1. n. 银行；岸；储库；浅滩
2. vt. 将…存入银行；倾斜转弯"
1806	bristle	英:/'brisl/ 美:/?br?s?l/ 	"1. n. 猪鬃；刚毛
2. vi. 发怒；竖起"
1807	both	英:/b??θ/ 美:/boθ/ 	"1. adj. 两者的；两个的
2. adv. 又；并；两者皆"
1808	butter	英:/'b?t?/ 美:/'b?t?/ 	"1. vt. 涂黄油于；[口]讨好
2. n. 黄油；奶油；奉承话"
1809	cotton	英:/?k?tn/ 美:/?kɑtn/ 	"1. n. 棉花；棉线；棉布
2. vi. 和谐；一致；理解；亲近"
1810	dough	英:/d??/ 美:/do/ 	n. 生面团；[美俚]金钱
1811	extend	英:/?k'stend/ 美:/?k'st?nd/ 	"1. vt. 延伸；扩大；伸出；给予；推广；使竭尽全力；[律]对…估价
2. vi. 伸展；延伸；扩大；[军]使疏开"
1812	clown	英:/kla?n/ 美:/kla?n/ 	"1. n. 小丑；乡下人；粗鲁笨拙的人
2. vi. 扮小丑；装傻"
1813	blouse	英:/'bla?z/ 美:/bla?s/ 	"1. n. 宽松的上衣；女装衬衫
2. vt. 使…宽松下垂"
1814	disagree	英:/d?s?'gri?/ 美:/?d?s?'ɡri/ 	vi. 不一致；不适宜；不同意；争执
1815	chew	英:/t?u?/ 美:/t??/ 	"1. n. 咀嚼；咀嚼物
2. vt. 嚼碎，咀嚼"
1816	doughnut	英:/'d??n?t/ 美:/'do'n?t/ 	n. [计]圆环图；油炸圈饼；电子回旋加速器环状真空室
1817	extension	英:/?k'sten?(?)n/ 美:/?k'st?n??n/ 	延期
1818	blow	英:/bl??/ 美:/blo/ 	"1. n. 吹；殴打；打击
2. vi. 风吹；喘气"
1819	collector	英:/k?'lekt?/ 美:/k?'l?kt?/ 	"收集家, 收税员"
1820	beneath	英:/b?'ni?θ/ 美:/b?'niθ/ 	"1. prep. 在…之下
2. adv. 在下方"
1821	extensive	英:/?k'stens?v/ 美:/?k'st?ns?v/ 	"广泛的,广阔的"
1822	groan	英:/gr??n/ 美:/ɡron/ 	"1. vi. 呻吟；抱怨；发吱嘎声
2. vt. 呻吟；抱怨"
1823	consent	英:/k?n'sent/ 美:/k?n's?nt/ 	"1. vi. 同意；答应；赞成
2. n. 同意；赞成；（意见等的）一致"
1824	consequence	英:/'k?ns?kw(?)ns/ 美:/'kɑns?kw?ns/ 	"结果,后果"
1825	grocer	英:/'gr??s?/ 美:/'ɡros?/ 	n. 杂货店；食品商
1826	disagreement	英:/d?s?'ɡri?m?nt/ 美:/?d?s?'ɡrim?nt/ 	异议
1827	college	英:/'k?l?d?/ 美:/'kɑl?d?/ 	n. 学院；学会；大学
1828	groceries		杂货店
1829	bottle	英:/'b?t(?)l/ 美:/'bɑtl/ 	"1. n. 瓶子；一瓶的容量
2. vt. 把…装入瓶中；控制"
1830	club	英:/kl?b/ 美:/kl?b/ 	"1. n. 俱乐部，社团；夜总会；（扑克牌中的）梅花；棍棒
2. vt. 用棍棒打；募集"
1831	consequently	英:/'k?ns?kw(?)ntl?/ 美:/'kɑns?kw?ntli/ 	"所以, 因此"
1832	disappear	英:/d?s?'p??/ 美:/'d?s?'p?r/ 	"消失,灭绝"
1833	dove	英:/d?v/ 美:/dov/ 	"1. n. 鸽子；鸽派人士
2. v. 潜水（dive的过去式）"
1834	extent	英:/?k'stent/ 美:/?k'st?nt/ 	n. 范围；程度；长度
1835	collide	英:/k?'la?d/ 美:/k?'la?d/ 	"1. vi. 碰撞；抵触，冲突
2. vt. 使碰撞；使相撞"
1836	couch	英:/ka?t?/ 美:/ka?t?/ 	"1. n. 睡椅，长沙发；卧榻；床
2. vi. 蹲伏，埋伏；躺着"
1837	disappoint	英:/d?s?'p??nt/ 美:/'d?s?'p??nt/ 	使...失望
1838	butterfly	英:/'b?t?fla?/ 美:/'b?t?fla?/ 	"蝴蝶,蝶状物,蝶泳"
1839	disappointed	英:/d?s?'p??nt?d/ 美:/'d?s?'p??nt?d/ 	失望的
1840	buttock	英:/'b?t?k/ 美:/'b?t?k/ 	"1. n. 半边臀部；船尾
2. vt. 用腰摔"
1841	chicken	英:/'t??k?n/ 美:/'t??k?n/ 	"1. n. 小鸡；鸡肉；胆小鬼，懦夫
2. adj. 鸡肉的；幼小的；胆怯的"
1842	conservation	英:/k?ns?'ve??(?)n/ 美:/?kɑns?'ve??n/ 	保护
1843	exterior	英:/?k'st??r??/ 美:/?k'st?r??/ 	"1. adj. 外部的；表面的；外在的
2. n. 外部；表面；外型；外貌"
1844	disappointing	英:/?d?s??p??nt??/ 美:/?d?s?'p??nt??/ 	令人失望
1845	button	英:/'b?t(?)n/ 美:/'b?tn/ 	"1. n. [计]按钮；钮扣
2. vt. 扣紧；扣住；在…上装钮扣"
1846	banker	英:/'b??k?/ 美:/'b??k?/ 	n. 银行家；银行业者；掘土工
1847	disappointment	英:/d?s?'p??ntm(?)nt/ 美:/?d?s?'p??ntm?nt/ 	失望
1848	crossing	英:/'kr?s??/ 美:/'kr?s??/ 	"1. n. 杂交；十字路口；横渡；横道
2. v. 横越（cross的现在分词）"
1849	bottom	英:/'b?t?m/ 美:/'bɑt?m/ 	"1. n. 底部；臀部；末端；尽头
2. adj. 底部的"
1850	banking	英:/'b??k??/ 美:/'b??k??/ 	"1. n. 银行业；银行业务；银行家的职业；筑堤
2. v. 把钱存入银行；做银行家；在…边筑堤（bank的现在分词）"
1851	crossroads	英:/?kr?sr??dz/ 美:/'kr?srodz/ 	"交叉路口, 十字路"
1852	collision	英:/k?'l??(?)n/ 美:/k?'l???n/ 	"碰撞, 冲突"
1853	crosswalk	英:/'kr?sw??k/ 美:/'kr?s'w?k/ 	人行横道
1854	bankrupt	英:/'b??kr?pt/ 美:/'b??kr?pt/ 	"1. adj. 破产的
2. vt. 使破产"
1855	disapprove	英:/d?s?'pru?v/ 美:/'d?s?'pr?v/ 	不赞成
1856	brittle	英:/'br?t(?)l/ 美:/'br?tl/ 	adj. 易碎的，脆弱的；易生气的
1857	down	英:/da?n/ 美:/da?n/ 	"1. adv. 向下，下去；在下面
2. adj. 向下的"
1858	groom	英:/gru?m/ 美:/ɡrum/ 	"1. vt. 推荐；喂马；整饰
2. n. 马夫；新郎；男仆"
1859	disapproval	英:/d?s?'pru?vl/ 美:/'d?s?'pr?vl/ 	不赞成
1860	cough	英:/k?f/ 美:/k?f/ 	"1. n. 咳嗽，咳嗽声；咳嗽病
2. vt. 咳出"
1861	crossword	"/'kr?s,w?:d/ "	填字游戏
1862	could	英:/k?d/ 美:/k?d/ 	"1. aux. 能够
2. v. 能（can的过去式）"
1863	groove	英:/gru?v/ 美:/ɡruv/ 	"1. n. 凹槽，槽；最佳状态；惯例
2. vt. 开槽于"
1864	conservative	英:/k?n?s?:v?tiv/ 美:/k?n's?v?t?v/ 	"保守的,守旧的"
1865	external	英:/?k'st??n(?)l/ 美:/?k'st?nl/ 	"1. adj. 外部的；表面的；外面的；[药]外用的；外国的
2. n. 外部；外面；外观"
1866	broad	英:/br??d/ 美:/br?d/ 	"1. adj. 宽的，辽阔的；显著的；大概的
2. n. 宽阔部分"
1867	colloquial	英:/k?'l??kw??l/ 美:/k?'lokw??l/ 	"口语的,会话的"
1868	frustrating	英:/fr??stre?t??/ 美:/'fr?stret??/ 	泄气
1869	banner	英:/'b?n?/ 美:/'b?n?/ 	n. 旗帜，横幅；标语
1870	clue	英:/klu?/ 美:/kl?/ 	"1. n. 线索；（故事等的）情节
2. vt. 为…提供线索；[口]为…提供情况"
1871	council	英:/'ka?ns(?)l/ 美:/'ka?nsl/ 	n. 理事会；会议；委员会；顾问班子；地方议会
1872	hero	英:/'h??r??/ 美:/'h?ro/ 	n. 英雄；男主角，男主人公
1873	fry	英:/fra?/ 美:/fra?/ 	"1. n. 鱼苗；油炸食物
2. vt. 油炸；油煎"
1874	benefit	英:/'ben?f?t/ 美:/'b?n?f?t/ 	"1. n. 利益，好处；救济金
2. vt. 有益于，对…有益"
1875	heroine	英:/'her???n/ 美:/'h?ro?n/ 	"1. n. 女英雄；女杰
2. adj. 英雄式的"
1876	grope	英:/gr??p/ 美:/ɡrop/ 	"1. vi. 摸索；探索
2. vt. 摸索"
1877	buy	英:/ba?/ 美:/ba?/ 	"1. vt. 购买；获得；贿赂
2. vi. 买，采购"
1878	chief	英:/t?i?f/ 美:/t?if/ 	"1. n. 酋长；首领；主要部分
2. adj. 主要的；首席的；主任的"
1879	crouch	英:/kra?t?/ 美:/kra?t?/ 	"1. vi. 蹲伏，蜷伏；卑躬屈膝
2. vt. 低头；屈膝"
1880	consider	英:/k?n's?d?/ 美:/k?n's?d?/ 	"1. vt. 认为；考虑；细想；考虑到
2. vi. 认为；考虑；细想"
1881	extinct	英:/?k'st??kt/ 美:/?k'st??kt/ 	"1. adj. 灭绝的，绝种的；熄灭的
2. vt. [古]使熄灭"
1882	buzz	英:/b?z/ 美:/b?z/ 	"1. vt. 使嗡嗡叫；暗中散布
2. vi. 作嗡嗡声；东奔西忙"
1883	clumsy	英:/'kl?mz?/ 美:/'kl?mzi/ 	adj. 笨拙的
1884	considerable	英:/k?n's?d(?)r?b(?)l/ 美:/k?n's?d?r?bl/ 	相当大的
1885	extinguish	英:/?k'st??gw??/ 美:/?k'st??ɡw??/ 	"熄减, 消减, 偿清"
1886	disaster	英:/d?'zɑ?st?/ 美:/d?'z?st?/ 	n. 不幸；灾难，灾祸
1887	bought	英:/b??t/ 美:/b?t/ 	v. 买（buy的过去式和过去分词）
1888	disastrous	英:/d?'zɑ?str?s/ 美:/d?'z?str?s/ 	灾难性的
1889	heroic	英:/h?'r???k/ 美:/h?'ro?k/ 	"1. adj. 英勇的；英雄的；记叙英雄及其事迹的；夸张的
2. n. 史诗；英勇行为"
1890	clung	英:/kl??/ 美:/kl??/ 	v. 紧握；贴近；坚持（cling的过去分词）
1891	crow	英:/kr??/ 美:/kro/ 	"1. vi. 报晓；啼叫
2. n. 乌鸦；鸡鸣；撬棍"
1892	considerate	英:/k?n's?d(?)r?t/ 美:/k?n's?d?r?t/ 	"考虑周到的,体谅的"
1893	count	英:/ka?nt/ 美:/ka?nt/ 	"1. vt. 计算；认为
2. vi. 计数；有价值"
1894	bent	英:/bent/ 美:/b?nt/ 	"1. n. 爱好，嗜好
2. adj. 弯曲的；决心的"
1895	countable	英:/'kaunt?bl/ 美:/?ka?nt?b?l/ 	可数
1896	consideration	"英:/k?ns?d?'re??(?)n/ 美:/k?n,s?d?'re??n/ "	考虑
1897	downhill	英:/da?n'h?l/ 美:/?da?n'h?l/ 	"1. adv. 下坡；向下；每况愈下
2. adj. 下坡的；容易的"
1898	bounce	英:/ba?ns/ 美:/ba?ns/ 	"1. n. 弹力；活力；跳
2. vt. 弹跳；使弹起"
1899	clutch	英:/kl?t?/ 美:/kl?t?/ 	"1. n. 控制；手；离合器；紧急关头
2. vi. 攫；企图抓住"
1900	colonel	英:/'k??n(?)l/ 美:/'k?nl/ 	n. 陆军上校
1901	broadcast	英:/'br??dkɑ?st/ 美:/'br?dk?st/ 	"n. 广播; 播音; 广播节目; vt. & vi. 广播, 播放; vt. 传播, 乱传时 态: ..."
1902	heroin	英:/'her???n/ 美:/'h?ro?n/ 	n. 海洛因，吗啡
1903	download	英:/?daun?l?ud/ 美:/?da?n?lod/ 	vt. 下载
1904	child	英:/t?a?ld/ 美:/t?a?ld/ 	n. 儿童，孩子；子孙；产物
1905	crowd	英:/kra?d/ 美:/kra?d/ 	"1. n. 群众,一伙;一堆,许多,大众
2. v. 拥挤,挤满,挤进"
1906	baptism	英:/'b?pt?z(?)m/ 美:/'b?pt?z?m/ 	n. [宗]洗礼；[喻]严峻考验
1907	childhood	英:/'t?a?ldh?d/ 美:/'t?a?ldh?d/ 	童年，幼年
1908	counter	英:/'ka?nt?/ 美:/'ka?nt?/ 	"1. n. 柜台；计数器，计算器；计算者
2. adv. 相反地"
1909	ground	英:/gra?nd/ 美:/ɡra?nd/ 	"1. n. 地面；土地；范围；战场
2. vt. 打基础；使搁浅；使接触地面"
1910	bound	英:/ba?nd/ 美:/ba?nd/ 	"1. adj. 受约束的；装有封面的；有义务的
2. vt. 束缚；使跳跃"
1911	broadcloth	"英:/'br??dkl?θ/ 美:/'br?d,kl?θ/ "	各色细平布
1912	downstairs	英:/da?n'ste?z/ 美:/'da?n'st?rz/ 	楼下的
1913	bar	英:/bɑ?/ 美:/bɑr/ 	"1. n. 酒吧；条，棒；障碍
2. vt. 禁止；阻拦"
1914	crown	英:/kra?n/ 美:/kra?n/ 	"1. n. 王冠；王权；花冠；顶点
2. vt. 加冕；居…之顶；表彰；使圆满完成"
1915	downtown	英:/'da?nta?n/ 美:/'da?n'ta?n/ 	"1. adv. 往闹市区；在市区
2. adj. 市中心的"
1916	consist	英:/k?n's?st/ 美:/k?n's?st/ 	vi. 组成；在于；符合
1917	boundary	英:/'ba?nd(?)r?/ 美:/'ba?ndri/ 	n. 分界线；边界；范围
1918	downward	英:/'da?nw?d/ 美:/'da?nw?d/ 	"1. adj. 向下的，下降的
2. adv. 向下"
1919	bar code		
1920	broccoli	英:/'br?k?l?/ 美:/'brɑk?li/ 	n. 花椰菜；西兰花
1921	barmaid	英:/'bɑ?me?d/ 美:/'bɑrmed/ 	n. 酒吧女侍
1922	brochure	英:/'br????/ 美:/bro'??r/ 	n. 手册，小册子
1923	consistent	英:/k?n's?st(?)nt/ 美:/k?n's?st?nt/ 	一贯
1924	barman	英:/'bɑ?m?n/ 美:/'bɑrm?n/ 	n. 酒吧店主；酒吧间招待员
1925	bartender	英:/'bɑ?tend?/ 美:/'bɑrt?nd?/ 	酒保
1926	colony	英:/'k?l?n?/ 美:/'kɑl?ni/ 	n. 殖民地；移民队
1927	childish	英:/'t?a?ld??/ 美:/'t?a?ld??/ 	adj. 幼稚的，孩子气的
1928	console	英:/k?n's??l/ 美:/'kɑnsol/ 	"1. n. 操纵台；控制台
2. vt. 慰藉；安慰"
1929	herself	英:/h??'self/ 美:/h?'s?lf/ 	pron. 她自己（she的反身代词）；她亲自
1930	beret	英:/'bere?/ 美:/b?'re/ 	n. 贝雷帽
1931	chill	英:/t??l/ 美:/t??l/ 	"1. n. 寒冷；寒心；寒意
2. adj. 寒冷的；冷漠的；扫兴的"
1932	crucial	英:/'kru??(?)l/ 美:/'kr???l/ 	adj. 决定性的；重要的；定局的；决断的
1933	berry	英:/'ber?/ 美:/'b?ri/ 	"1. n. 浆果（葡萄，番茄等）
2. vi. 采集浆果"
1934	extraordinary	英:/??kstr?'?d?ri/ 美:/?k'str??d(?)n(?)r?/ 	非凡
1935	broken	英:/'br??k(?)n/ 美:/'brok?n/ 	"1. adj. 坏掉的；破碎的
2. v. 打碎；折断；损坏（break的过去分词）"
1936	extraordinarily	英:/iks'tr?:dnrili/ 美:/?k?str ?rd n..? ?r?l?/ 	非常
1937	hesitate	英:/'hez?te?t/ 美:/'h?z?tet/ 	"1. vi. 踌躇，犹豫；不愿
2. vt. 踌躇，犹豫；有疑虑，不愿意"
1938	bouquet	英:/b?'ke?/ 美:/bu'ke/ 	n. 酒香；花束
1939	doze	英:/d??z/ 美:/doz/ 	"1. vi. 打瞌睡；假寐
2. vt. 打瞌睡度过"
1940	discipline	英:/'d?s?pl?n/ 美:/'d?s?pl?n/ 	学科
1941	chilli	英:/'t??l?/ 美:/'t??li/ 	n. 红辣椒
1942	dozen	英:/'d?z(?)n/ 美:/'d?zn/ 	"1. n. 十二个，一打
2. adj. 一打的"
1943	extravagant	英:/?k'str?v?g(?)nt/ 美:/?k'str?v?g?nt/ 	奢华
1944	chime	英:/t?a?m/ 美:/t?a?m/ 	"1. vi. 鸣响；和谐
2. vt. 打钟报时；敲出和谐的声音"
1945	barbecue	英:/'bɑ?b?kju?/ 美:/'bɑrb?kju/ 	"1. n. 烤肉；吃烤肉的野宴
2. vt. 烤肉；烧烤"
1946	group	英:/gru?p/ 美:/ɡrup/ 	"1. n. 组；团体
2. adj. 群的；团体的"
1947	barber	英:/?bɑ:b?/ 美:/?bɑrb?/ 	"1. vt. 为…理发；修整
2. n. 理发师"
1948	consonant	英:/'k?ns(?)n?nt/ 美:/'kɑns?n?nt/ 	辅音
1949	blunt	英:/bl?nt/ 美:/bl?nt/ 	"1. adj. 钝的，不锋利的；生硬的；直率的
2. vt. 使迟钝"
1950	beside	英:/b?'sa?d/ 美:/b?'sa?d/ 	prep. 在旁边；与…相比；和…无关
1951	disco	英:/'d?sk??/ 美:/'d?sko/ 	n. 的士高；迪斯科舞厅
1952	chimney	英:/'t??mn?/ 美:/'t??mni/ 	n. 烟囱
1953	besides	英:/b?'sa?dz/ 美:/b?'sa?dz/ 	"1. adv. 而且；此外
2. prep. 除…之外"
1954	extremely	英:/iks?tri:mli/ 美:/?k'strimli/ 	"极其, 非常"
1955	crude	英:/kru?d/ 美:/krud/ 	"1. adj. 粗糙的；粗鲁的；天然的，未加工的
2. n. 天然的物质；原油"
1956	bow	英:/b??/ 美:/ba?/ 	"1. n. 弓；鞠躬；船首
2. vi. 鞠躬；弯腰"
1957	blush	英:/bl??/ 美:/bl??/ 	"1. vi. 脸红；感到惭愧
2. n. 脸红；红色；羞愧"
1958	cruel	英:/kr??l/ 美:/'kru?l/ 	adj. 残酷的，残忍的；使人痛苦的
1959	cruelty	英:/'kr??lt?/ 美:/'kr??lti/ 	n. 残酷；残酷的行为；残忍
1960	column	英:/'k?l?m/ 美:/'kɑl?m/ 	n. 圆柱，柱形物；纵队，列；专栏
1961	bare	英:/be?/ 美:/b?r/ 	"1. adj. 空的；赤裸的，无遮蔽的
2. vt. 露出，使赤裸"
1962	barely	英:/'be?l?/ 美:/'b?rli/ 	adv. 仅仅，勉强；几乎不；公开地；贫乏地
1963	chimpanzee	英:/t??mp?n'zi?/ 美:/?t??mp?n'zi/ 	黑猩猩
1964	chin	英:/t??n/ 美:/t??n/ 	"1. n. 下巴；聊天；引体向上动作
2. vt. 用下巴夹住；与…聊天；在单杠上作引体向上动作"
1965	cruise	英:/kru?z/ 美:/kr?z/ 	"1. vi. 巡航，巡游；漫游
2. vt. 巡航，巡游；漫游"
1966	grow	英:/gr??/ 美:/ɡro/ 	"1. vi. 生长；发展；渐渐变得…
2. vt. 种植；使生长；扩展"
1967	comb	英:/k??m/ 美:/kom/ 	"1. n. 鸡冠；梳子；蜂巢
2. vt. 梳头发；梳毛"
1968	bronze	英:/br?nz/ 美:/brɑnz/ 	"1. n. 青铜；青铜制品；古铜色
2. adj. 青铜色的；青铜制的"
1969	best	英:/best/ 美:/b?st/ 	"1. n. 最好的人，最好的事物；最佳状态
2. adj. 最好的"
1970	crumb	英:/kr?m/ 美:/kr?m/ 	"1. n. 面包屑，碎屑；少许
2. vt. 弄碎；捏碎"
1971	China		"1. n. 瓷器
2. adj. 瓷制的"
1972	crumble	英:/'kr?mb(?)l/ 美:/'kr?mbl/ 	"1. vi. 崩溃；破碎，粉碎
2. vt. 弄碎，粉碎；崩溃"
1973	hexagon	英:/'heks?g(?)n/ 美:/'h?ks?ɡɑn/ 	"1. n. 六角形，六边形
2. adj. 成六角的；成六边的"
1974	crumbly	英:/'kr?mbl?/ 美:/'kr?mbli/ 	adj. 脆的；易碎的
1975	bargain	英:/'bɑ?g?n/ 美:/'bɑrɡ?n/ 	"1. n. 交易；契约；特价商品
2. vi. 讨价还价；成交"
1976	brooch	英:/br??t?/ 美:/brot?/ 	n. （女用的）胸针，领针
1977	countless	英:/'ka?ntl?s/ 美:/'ka?ntl?s/ 	无数的，数不尽的
1978	disconnect	英:/d?sk?'nekt/ 美:/?d?sk?'n?kt/ 	使分离
1979	combination	英:/k?mb?'ne??(?)n/ 美:/?kɑmb?'ne??n/ 	"结合,联合，联合体"
1980	crunch	英:/kr?n(t)?/ 美:/kr?nt?/ 	"1. n. 咬碎，咬碎声；扎扎地踏
2. vt. 压碎；嘎扎嘎扎的咬嚼；扎扎地踏过"
1981	hey	英:/he?/ 美:/he/ 	"1. int. 喂！（引起注意等）；你好！（表示问候）
2. n. 干草（等于hay）"
1982	country	英:/'k?ntr?/ 美:/'k?ntri/ 	"1. n. 国家；故乡
2. adj. 乡下的；粗野的"
1983	growth	英:/gr??θ/ 美:/ɡroθ/ 	n. 生长；增长；发展；种植
1984	bowl	英:/b??l/ 美:/bol/ 	"1. n. 碗；木球；大酒杯
2. vi. 玩保龄球；滑动；平稳快速移动"
1985	combine	英:/k?m'ba?n/ 美:/k?m'ba?n/ 	"1. vt. 使联合，使结合；使化合
2. vi. 联合，结合；化合"
1986	grub	英:/gr?b/ 美:/ɡr?b/ 	"1. vi. 翻掘；搜寻；挖土
2. vt. 挖掘寻找；将某物挖出；根除"
1987	barge	英:/bɑ?d?/ 美:/bɑrd?/ 	"1. vi. 蹒跚；闯入
2. n. 驳船；游艇"
1988	bowling	英:/'b??l??/ 美:/'bol??/ 	"1. n. 滚木球戏；保龄球戏
2. v. 打保龄球（bowl的现在分词）"
1989	grubby	英:/'gr?b?/ 美:/'ɡr?bi/ 	adj. 肮脏的；生蛆的；卑鄙的；[方]矮小的
1990	chip	英:/t??p/ 美:/t??p/ 	"1. vt. 削，凿；削成碎片
2. vi. 碎裂；剥落"
1991	crush	英:/kr??/ 美:/kr??/ 	"1. vt. 压碎；弄皱，变形；使…挤入
2. vi. 挤；被压碎"
1992	broom	英:/bru?m/ 美:/brum/ 	"1. n. 金雀花；扫帚
2. vt. 扫除"
1993	bet	英:/bet/ 美:/b?t/ 	"1. n. 打赌，赌注；被打赌的事物
2. vt. 打赌；敢断定，确信"
1994	grudge	英:/gr?d?/ 美:/ɡr?d?/ 	"1. vt. 怀恨；吝惜；妒忌；不情愿做
2. n. 怨恨；恶意；妒忌"
1995	eye	英:/a?/ 美:/a?/ 	"1. n. 眼睛；视力；见解，观点；眼光
2. vt. 注视，看"
1996	constituency	英:/k?n'st?tj??ns?/ 美:/k?n'st?u?nsi/ 	选区
1997	come	英:/k?m/ 美:/k?m/ 	"1. vi. 来；出现；到达；变成；开始；发生
2. vt. 做；假装；将满（…岁）"
1998	countryside	英:/'k?ntr?sa?d/ 美:/'k?ntr?sa?d/ 	"乡下, 农村"
1999	brother	英:/'br???/ 美:/'br???/ 	"1. n. 兄弟；战友；同事
2. int. [俚]我的老兄！"
2000	bark	英:/bɑ?k/ 美:/bɑrk/ 	"1. vt. 咆哮；吠叫；[口]咳嗽
2. vi. 厉声说出；高声叫卖"
2001	box	英:/b?ks/ 美:/bɑks/ 	"1. n. 箱，盒子；包厢；一拳
2. vi. 拳击"
2002	gruesome	英:/'gru?s(?)m/ 美:/?ɡrus?m/ 	adj. 可怕的；阴森的
2003	barley	英:/'bɑ?l?/ 美:/'bɑrli/ 	n. [植]大麦
2004	constitution	英:/k?nst?'tju??(?)n/ 美:/'kɑnst?'t???n/ 	"组织,宪法,体格"
2005	cry	英:/kra?/ 美:/kra?/ 	"1. vt. 叫喊；哭出；大声说
2. n. 叫喊；叫声；口号；呼叫"
2006	betray	英:/b?'tre?/ 美:/b?'tre/ 	vt. 背叛；出卖；泄露（秘密）；露出…迹象
2007	couple	英:/'k?p(?)l/ 美:/'k?pl/ 	"1. n. 数个；对；夫妇
2. vi. 结合；成婚"
2008	grumble	英:/'gr?mb(?)l/ 美:/'ɡr?mbl/ 	"1. vi. 抱怨；嘟囔
2. n. 怨言"
2009	chirp	英:/t???p/ 美:/t??p/ 	"1. n. 唧唧声；喳喳声；啁啾声
2. vi. 吱喳而鸣；尖声地说；咂嘴打招呼"
2010	barn	英:/bɑ?n/ 美:/bɑrn/ 	"1. n. 谷仓；车库；畜棚；靶（核反应截面单位）
2. vt. 把…贮存入仓"
2011	discount	英:/'d?ska?nt/ 美:/d?s'ka?nt/ 	"1. n. 折扣；贴现率
2. vi. 打折扣出售商品；贴现"
2012	brow	英:/bra?/ 美:/bra?/ 	n. 眉，眉毛；表情；额
2013	coupon	英:/'ku?p?n/ 美:/'kupɑn/ 	n. 息票；赠券；联票；配给券
2014	courage	英:/'k?r?d?/ 美:/'k??d?/ 	n. 勇气；胆量
2015	better	英:/'bet?/ 美:/'b?t?/ 	"1. n. 较好者；打赌的人（等于bettor）；长辈
2. adv. 更多的；更好的；较大程度地"
2016	boxer	英:/'b?ks?/ 美:/'bɑks?/ 	n. 拳师，拳击手
2017	grumpy	英:/'gr?mp?/ 美:/?ɡr?mpi/ 	"1. adj. 脾气暴躁的；性情乖戾的
2. n. 脾气坏的人；爱抱怨的人"
2018	boxing	英:/'b?ks??/ 美:/'bɑks??/ 	"1. n. 拳击；装箱；围模；做箱的材料
2. v. 将…装入盒中（box的ing形式）"
2019	brown	英:/braun/ 美:/bra?n/ 	"1. adj. 棕色的，褐色的；太阳晒黑的
2. vi. 变成褐色"
2020	courgette	英:/k??'?et/ 美:/k?r'??t/ 	n. 小胡瓜；一种密生西葫芦
2021	discourage	英:/d?s'k?r?d?/ 美:/d?s'k??d?/ 	"使气馁,阻碍"
2022	between	英:/b?'twi?n/ 美:/b?'twin/ 	"1. prep. 在…之间
2. adv. 在中间"
2023	grunt	英:/gr?nt/ 美:/ɡr?nt/ 	"1. n. 呼噜声；咕哝
2. vi. 作呼噜声；发哼声"
2024	crystal	英:/'kr?st(?)l/ 美:/'kr?stl/ 	"1. n. 水晶；结晶，晶体；水晶饰品
2. adj. 水晶的；透明的，清澈的"
2025	course	英:/k??s/ 美:/k?rs/ 	"1. n. 进程；过程；道路；一道菜
2. vt. 跑过；追赶"
2026	eyesight	英:/'a?sa?t/ 美:/'a?sa?t/ 	n. 视力；目力
2027	construction	英:/k?n'str?k?(?)n/ 美:/k?n'str?k??n/ 	施工
