a_word,b_alphabet,c_meaning
press,英:/pres/ 美:/prɛs/,"1. vt. 压；按；紧抱；逼迫
2. vi. 压；重压；逼"
price,英:/praɪs/ 美:/praɪs/,"1. n. 价格；代价；价值
2. vt. 给……定价；问……的价格"
pride,英:/praɪd/ 美:/praɪd/,"1. n. 骄傲；自豪；自尊心
2. vt. 使得意，以…自豪"
priest,英:/priːst/ 美:/prist/,"1. n. 牧师；神父；教士
2. vt. 使成为神职人员；任命…为祭司"
prime,英:/praɪm/ 美:/praɪm/,"1. adj. 基本的；最好的；主要的
2. adv. 极好地"
prince,英:/prins/ 美:/prɪns/,n. 王子，国君；亲王；贵族
print,英:/prɪnt/ 美:/prɪnt/,"1. n. 印刷业；印刷字体；印记；印花布；印章
2. vt. 印刷；打印；用印刷体写；刊载；在…印花样"
prize,英:/praɪz/ 美:/praɪz/,"1. n. 奖品；奖赏；战利品
2. vt. 珍视；估价；捕获"
prompt,英:/prɒm(p)t/ 美:/prɑmpt/,"1. adj. 敏捷的，迅速的；立刻的
2. vt. 促进；激起；提示；（给演员）提白"
proof,英:/pruːf/ 美:/pruf/,"1. n. 证据；证明；校样；考验；验证；试验
2. adj. 防…的；不能透入的；证明用的；耐…的"
proper,英:/ˈprɔpə(r)/ 美:/ˈprɑpɚ/,"1. adj. 适当的；特有的；本身的；正派的
2. adv. [方言]完全地"
proud,英:/praʊd/ 美:/praʊd/,adj. 自豪的；自负的；得意的
prove,英:/pruːv/ 美:/pruv/,"1. vt. 证明；检验；显示
2. vi. 证明是"
puff,英:/pʌf/ 美:/pʌf/,"1. vt. 喷出，张开；夸张；使膨胀；使骄傲自满
2. vi. 张开；鼓吹；夸张；膨胀"
pull,英:/pʊl/ 美:/pʊl/,"1. vt. 拉；拖；拔
2. vi. 拉，拖；拔"
pulse,英:/pʌls/ 美:/pʌls/,"1. n. 脉搏；脉冲
2. vt. 使跳动"
pump,英:/pʌmp/ 美:/pʌmp/,"1. vt. 用抽水机抽…；打气
2. n. 泵，抽水机；打气筒"
punch,/pʌn(t)ʃ/,"1. n. 冲压机；打洞器；钻孔机
2. vt. 开洞；以拳重击"
pure,英:/pjʊə/ 美:/pjʊr/,adj. 纯的；纯洁的；清白的；纯粹的；纯理论的
purse,英:/pɜːs/ 美:/pɝs/,"1. n. 钱包，小钱袋；金钱，财源
2. vt. 皱起，缩拢"
push,英:/pʊʃ/ 美:/pʊʃ/,"1. vt. 推动；推行；逼迫；增加
2. vi. 推；推进；增加；努力争取；伸展"
put,英:/pʊt/ 美:/pʊt/,"1. vt. 放；表达；移动；安置；赋予
2. vi. 航行；出发；发芽；击"
quart,英:/kwɔːt/ 美:/kwɔrt/,n. 夸脱（容量单位）；一夸脱的容器
queen,英:/kwi:n/ 美:/kwin/,"1. n. 女王，王后；（纸牌中的）皇后；（蜜蜂等的）蜂王
2. vt. 使…成为女王或王后"
queer,英:/kwɪə/ 美:/kwɪr/,"1. adj. 奇怪的；不舒服的；心智不平衡的；同性恋的
2. vt. 搞糟；使陷于不利地位"
queue,英:/kjuː/ 美:/kju/,"1. n. 队列；长队；辫子
2. vi. 排队；排队等候"
quick,英:/kwik/ 美:/kwɪk/,"1. n. 伤口的嫩肉；核心
2. adj. 快的；迅速的，敏捷的；灵敏的"
quilt,英:/kwɪlt/ 美:/kwɪlt/,"1. n. 棉被；被子
2. vt. 东拼西凑地编；加软衬料后缝制"
quit,英:/kwɪt/ 美:/kwɪt/,"1. vt. 停止；放弃；离开；使…解除
2. vi. 停止；辞职；离开"
quite,英:/kwaɪt/ 美:/kwaɪt/,adv. 很；相当；完全
quiz,英:/kwɪz/ 美:/kwɪz/,"1. n. 考查；恶作剧；课堂测验
2. vt. 挖苦；张望；对…进行测验"
quote,英:/kwəʊt/ 美:/kwot/,"1. vt. 引述；举证；报价
2. vi. 引用；引证；报价"
race,英:/reɪs/ 美:/res/,"1. n. 种族，人种；家庭，门弟；属，种
2. vt. 和…竞赛；使急走，使全速行进；使参加比赛"
rack,英:/ræk/ 美:/ræk/,"1. n. 行李架；拷问台；齿条
2. vi. 随风飘；小步跑；变形"
rag,英:/ræg/ 美:/ræɡ/,"1. n. 破布；碎屑
2. vt. 戏弄；责骂"
rage,英:/reɪdʒ/ 美:/redʒ/,"1. n. 愤怒；狂暴，肆虐；情绪激动
2. vi. 大怒，发怒；流行，风行"
raid,英:/reɪd/ 美:/red/,"1. n. 袭击；突袭；搜捕；抢劫
2. vi. 对…进行突然袭击"
rail,英:/reɪl/ 美:/rel/,"1. n. 横杆；扶手；围栏；铁轨
2. vi. 抱怨；责骂"
rain,英:/reɪn/ 美:/ren/,"1. n. 雨；雨天；雨季；下雨
2. vi. 下雨；降雨"
raise,英:/reɪz/ 美:/rez/,"1. vt. 提高；筹集；养育；升起
2. vi. 上升"
range,英:/reɪn(d)ʒ/ 美:/rendʒ/,"1. n. 范围；山脉；排；幅度
2. vi. 平行，列为一行；延伸；漫游；射程达到"
rake,英:/reɪk/ 美:/rek/,"1. vi. 搜索；用耙子耙；掠过，擦过
2. vt. 倾斜；搜索；掠过；用耙子耙"
rank,英:/ræŋk/ 美:/ræŋk/,"1. n. 等级；队列；排；军衔
2. adj. 讨厌的；恶臭的；繁茂的"
rare,英:/reə/ 美:/rɛr/,"1. adj. 半熟的；稀有的；稀薄的
2. adv. [口]非常；极其"
rat,英:/ræt/ 美:/ræt/,"1. n. 鼠；卑鄙小人，叛徒
2. vi. 捕鼠；背叛，告密"
rate,英:/reɪt/ 美:/ret/,"1. n. 比率，率；速度；等级；价格
2. vt. 估价；认为；责骂"
raw,英:/rɔː/ 美:/rɔ/,"1. adj. 生的；未加工的；阴冷的；刺痛的；擦掉皮的；无经验的；（在艺术等方面）不成熟的
2. n. 擦伤处"
ray,英:/rei/ 美:/re/,"1. n. 射线；光线
2. vt. 放射；显出"
reach,英:/riːtʃ/ 美:/ritʃ/,"1. vi. 达到；延伸；传开；伸出手
2. vt. 抵达；达到；伸出；影响"
read,英:/riːd/ 美:/rid/,"1. vt. 阅读；读懂，理解
2. vi. 读；读起来"
reading,英:/ˈrediŋ/ 美:/ˈrɛdɪŋ/,"1. n. 阅读，朗读；读物；读数
2. adj. 阅读的"
realm,英:/relm/ 美:/rɛlm/,n. 领域，范围；王国
reap,英:/riːp/ 美:/rip/,"1. vt. 收割；收获，获得
2. vi. 收割，收获"
rear,英:/rɪə/ 美:/rɪr/,"1. vt. 培养；树立；栽种
2. vi. 暴跳；高耸"
red,英:/red/ 美:/rɛd/,"1. n. 红色，红颜料；赤字
2. adj. 红色的；红肿的，充血的"
reed,英:/riːd/ 美:/rid/,"1. n. 芦苇；簧片；牧笛；不可依靠的人
2. vt. 用芦苇盖；用芦苇装饰"
reel,英:/riːl/ 美:/ril/,"1. vi. 眩晕；卷；蹒跚地走；退缩
2. vt. 使旋转；卷"
reign,英:/reɪn/ 美:/ren/,"1. vi. 统治；盛行；支配；君临
2. n. 统治；支配；统治时期"
rein,英:/reɪn/ 美:/ren/,"1. n. 缰绳；驾驭；统治；支配
2. vt. 勒住；驾驭；控制"
rent,英:/rent/ 美:/rɛnt/,"1. n. 租金
2. vt. 租借；出租；租用"
rest,英:/rest/ 美:/rɛst/,"1. vt. 使休息，使轻松；把…寄托于
2. n. 休息，静止；休息时间；剩余部分；支架"
rib,英:/rɪb/ 美:/rɪb/,"1. n. 肋骨；排骨；肋状物
2. vt. [口]戏弄；装肋于"
rice,英:/rais/ 美:/raɪs/,"1. n. 稻；米饭
2. vt. 把…捣成米糊状"
rich,英:/rɪtʃ/ 美:/rɪtʃ/,adj. 富有的；肥沃的；昂贵的
rid,英:/rɪd/ 美:/rɪd/,vt. 使去掉；使摆脱
ride,英:/raɪd/ 美:/raɪd/,"1. vi. 骑马；乘车；漂浮；依靠
2. vt. 骑；乘；控制"
ridge,英:/rɪdʒ/ 美:/rɪdʒ/,"1. n. 山脉；山脊；屋脊
2. vt. 使成脊状；作垄"
right,英:/raɪt/ 美:/raɪt/,"1. adj. 正确的；右方的；直接的
2. vi. 恢复平稳；复正"
ring,英:/rɪŋ/ 美:/rɪŋ/,"1. vi. 按铃；敲钟；回响；成环形
2. n. 铃声，钟声；环形物；拳击场；戒指"
ripe,英:/raɪp/ 美:/raɪp/,"1. adj. 熟的，成熟的；时机成熟的
2. vt. [英方]搜查；调查"
rise,英:/raɪz/ 美:/raɪz/,"1. vi. 上升；起立；高耸；增强
2. vt. 使…飞起；使…浮上水面"
risk,英:/rɪsk/ 美:/rɪsk/,"1. n. 危险；风险；冒险
2. vt. 冒…的危险"
road,英:/rəʊd/ 美:/rod/,"1. n. 道路；公路，马路；手段
2. vt. （狗）沿臭迹追逐（猎物）"
roar,英:/rɔː/ 美:/rɔr/,"1. n. 吼；咆哮；轰鸣
2. vi. 吼叫；咆哮；喧闹"
roast,英:/rəʊst/ 美:/rost/,"1. vt. 烤，焙；烘，烘烤；暴露于某种热力下以得温暖
2. vi. 烤；烘"
rob,英:/rɒb/ 美:/rɑb/,"1. vt. 抢劫；使…丧失；非法剥夺
2. vi. 抢劫；掠夺"
robe,英:/rəʊb/ 美:/rob/,"1. n. 长袍，礼服；制服
2. vi. 穿长袍"
rock,英:/rɒk/ 美:/rɑk/,"1. n. 岩石；暗礁；摇滚乐
2. vt. 摇动；使摇晃"
rod,英:/rɒd/ 美:/rɑd/,n. 棒；枝条；惩罚；权力
role,英:/rəul/ 美:/rol/,n. 角色；任务
roll,英:/rəʊl/ 美:/rol/,"1. vt. 滚动，转动；卷；辗
2. vi. 滚动；转动；起伏，摇晃；卷"
roof,英:/ruːf/ 美:/ruf/,"1. n. 屋顶；最高处，顶部；最高限度
2. vt. 给…盖屋顶，覆盖"
room,英:/ruːm/ 美:/rum/,"1. n. 房间；空间；机会；余地
2. vt. 为…提供住处"
root,英:/ruːt/ 美:/rut/,"1. n. 根；根源；祖先；词根
2. vi. 生根；根除"
rope,英:/rəʊp/ 美:/rop/,"1. n. 绳，绳索
2. vt. 捆，绑"
rose,英:/rəuz/ 美:/roz/,"1. n. 玫瑰，蔷薇；玫瑰红
2. v. 起立；增加；上升（rise的过去式）"
rot,英:/rɒt/ 美:/rɑt/,"1. n. 腐烂；腐败；腐坏
2. vi. 腐烂；腐败；堕落"
rough,英:/rʌf/ 美:/rʌf/,"1. adj. 粗糙的；粗野的；未经加工的；粗略的；艰苦的
2. vt. 使粗糙；粗暴对待；草拟"
round,英:/raʊnd/ 美:/raʊnd/,"1. n. 圆形物；一回合；圆；循环
2. adj. 圆的；完全的；大概的；肥胖的"
rouse,英:/raʊz/ 美:/raʊz/,振奋
route,英:/ruːt/ 美:/rut/,"1. vt. 按某路线发送
2. n. 路线；航线；通道"
row,英:/rəʊ/ 美:/ro/,"1. n. 行，排；吵闹；划船；街道
2. vt. 划船；使……成排"
rub,英:/rʌb/ 美:/rʌb/,"1. vt. 擦；摩擦；惹怒
2. vi. 摩擦；擦；擦破"
rude,英:/ruːd/ 美:/rud/,adj. 粗鲁的；无礼的；狂暴的；未开化的
rug,英:/rʌg/ 美:/rʌɡ/,n. 小地毯；毛皮地毯；[美俚]男子假发
rule,英:/ruːl/ 美:/rul/,"1. vi. 统治；裁定；管辖
2. n. 规则；统治"
run,英:/rʌn/ 美:/rʌn/,"奔跑,路程,趋向"
rush,英:/rʌʃ/ 美:/rʌʃ/,"1. n. 匆促；急流；冲进；灯心草
2. adj. 急需的"
rust,英:/rʌst/ 美:/rʌst/,"1. n. 锈；生锈；锈病
2. vt. 使生锈；腐蚀"
sack,英:/sæk/ 美:/sæk/,"1. n. 麻布袋；洗劫
2. vt. 解雇；把……装入袋；劫掠"
sad,英:/sæd/ 美:/sæd/,adj. 悲哀的，令人悲痛的；难过的；凄惨的，阴郁的（形容颜色）
safe,英:/seɪf/ 美:/sef/,"1. adj. 安全的；可靠的；平安的
2. n. 保险箱；冷藏室；纱橱"
sail,英:/seɪl/ 美:/sel/,"1. vi. 航行；启航，开船
2. n. 帆，篷；航行"
saint,英:/seɪnt/ 美:/sent/,"1. n. 圣徒；圣人；道德崇高的人
2. adj. 神圣的"
sake,英:/seɪk/ 美:/sek/,"缘故, 利益, 好处"
sale,英:/seɪl/ 美:/sel/,n. 出售；销售额；拍卖；销售；廉价出售
salt,英:/sɔːlt/ 美:/sɔlt/,"1. n. 盐；风趣，刺激性
2. adj. 含盐的，咸味的；咸水的；盐腌的；猥亵的"
same,英:/seɪm/ 美:/sem/,"1. adj. 相同的；同一的；无变化的；上述的（通常与the连用）
2. pron. 同样的事物或人（通常与the连用）"
sand,英:/sænd/ 美:/sænd/,"1. n. 沙；沙子；沙滩；沙地；沙洲
2. vt. 撒沙于；以沙掩盖；用砂纸等擦平或磨光某物；使撒沙似地布满；给…掺沙子"
sandwich,"英:/ˈsænwitʃ,-dʒ/ 美:/ˈsændˌwɪtʃ/","1. vt. 夹入；挤进；把...做成三明治
2. n. 三明治；夹心面包"
Saturday,英:/ˈsætədi/ 美:/ˈsætədi/,n. 星期六
sauce,英:/sɔːs/ 美:/sɔs/,"1. n. 调味汁；沙司；酱油
2. vt. 使增加趣味；给…调味"
save,英:/seiv/ 美:/sev/,"1. vt. 节省；保存；解救；储蓄
2. vi. 节省；救球；挽救"
saw,英:/sɔː/ 美:/sɔ/,"1. vt. 锯；锯开；锯成
2. vi. 锯；用锯；将某物锯成小块"
say,英:/seɪ/ 美:/se/,"1. vt. 讲；说明；指明；假设；例如；声称
2. vi. 讲；假定；表示；念；背诵"
scale,英:/skeɪl/ 美:/skel/,"1. n. 刻度；比例；数值范围；天平；规模；鳞
2. vi. 攀登；衡量；生水垢；剥落"
scan,英:/skæn/ 美:/skæn/,"1. vt. 扫描；细看；浏览；详细调查；标出格律
2. vi. 扫描；扫掠"
scar,英:/skɑː/ 美:/skɑr/,"1. vt. 给留下伤痕；伤害
2. vi. 痊愈；结疤"
scarce,英:/skeəs/ 美:/skɛrs/,"1. adj. 缺乏的，不足的；稀有的
2. adv. 仅仅；几乎不；几乎没有"
scare,英:/skeə/ 美:/skɛr/,"1. vt. 惊吓；把…吓跑
2. vi. 受惊"
scarf,英:/skɑːf/ 美:/skɑrf/,"1. n. 嵌接，嵌接处；头巾领巾；围巾
2. vt. 披嵌接；用围巾围"
scene,英:/siːn/ 美:/sin/,n. 情景；景象；场面；事件
scent,英:/sent/ 美:/sɛnt/,"1. n. 气味；痕迹；嗅觉；察觉能力
2. vt. 发觉；使充满…的气味；闻到；循着遗臭追踪"
scheme,英:/skiːm/ 美:/skim/,"1. n. 计划；组合；体制；诡计
2. vi. 搞阴谋；拟订计划"
school,英:/skuːl/ 美:/skul/,"1. n. 学校；学派；学院；鱼群
2. vt. 教育"
scold,英:/skəʊld/ 美:/skold/,"1. vi. 责骂；叱责
2. vt. 责骂；骂"
scope,英:/skəʊp/ 美:/skop/,"1. n. 视野；眼界；范围；余地；导弹射程
2. vt. [俚]审视"
score,英:/skɔː/ 美:/skɔ/,"1. n. 刻痕；配乐；分数；二十
2. vt. 评价；获得；划线，刻划；把…记下"
scorn,英:/skɔːn/ 美:/skɔrn/,"1. n. 轻蔑；嘲笑；藐视的对象
2. vt. 不屑做；轻蔑；藐视"
scout,英:/skaʊt/ 美:/skaʊt/,"1. n. 侦察机；侦察员；搜索，侦察
2. vt. 侦察；跟踪，监视；发现"
scrape,英:/skreɪp/ 美:/skrep/,"1. n. 刮掉；擦痕；困境；刮擦声
2. vt. 擦伤；刮；挖成"
scratch,英:/skrætʃ/ 美:/skrætʃ/,"1. n. 抓痕；擦伤；刮擦声；乱写
2. adj. 打草稿用的；凑合的；碰巧的"
scream,英:/skriːm/ 美:/skrim/,"1. vi. 尖叫；发出尖锐刺耳的声音；呼啸；令人触目惊心
2. vt. 尖声喊叫；大叫大嚷着要求"
screen,英:/skriːn/ 美:/skrin/,"1. n. 屏，幕；屏风
2. vt. 筛；放映；掩蔽；拍摄"
screw,英:/skruː/ 美:/skru/,"1. vt. 旋，拧；压榨；强迫
2. n. 螺丝钉；吝啬鬼；螺旋"
sea,英:/siː/ 美:/si/,n. 海洋；海；许多；大量
seal,英:/siːl/ 美:/sil/,"1. n. 密封；封条；印章；海豹；标志
2. vt. 密封；盖章"
search,英:/sɜːtʃ/ 美:/sɝtʃ/,"1. vi. 搜寻；调查；探求
2. vt. 搜索；搜寻；搜查；调查；探求"
seat,英:/siːt/ 美:/sit/,"1. n. 座位；所在地；职位
2. vt. 使…坐下；可容纳…的；使就职"
see,英:/siː/ 美:/si/,"1. vt. 看见；领会；理解
2. vi. 看；看见；领会"
seed,英:/siːd/ 美:/sid/,"1. n. 种子；萌芽；原由；根据；子孙；精液
2. vt. 播种；结实；成熟；去…籽"
seek,英:/siːk/ 美:/sik/,"1. vt. 寻找；探索；寻求；搜索
2. vi. 寻找；探索；搜索"
seem,英:/siːm/ 美:/sim/,vi. 似乎；像是；装作
seize,英:/siːz/ 美:/siz/,"1. vt. 抓住；夺取；逮捕；理解
2. vi. 抓住；利用；（机器）卡住"
self,英:/self/ 美:/sɛlf/,"1. n. 自己，自我；本质；私心
2. adj. 同一的"
sell,英:/sel/ 美:/sɛl/,"1. vt. 销售；出卖；推销；欺骗
2. vi. 卖；出售；有销路；受欢迎"
send,英:/send/ 美:/sɛnd/,"1. vt. 发送，寄；派遣；发射；使进入
2. vi. 派人；寄信"
sense,英:/sens/ 美:/sɛns/,"1. n. 感觉，官能；观念；理智；道理
2. vt. 检测；感觉到"
serve,英:/sɜːv/ 美:/sɝv/,"1. vt. 招待，供应；为…服务；对…有用；可作…用
2. vi. 服役，服务；适合，足够；招待，侍候；发球"
set,英:/set/ 美:/sɛt/,"1. n. 集合；一套；布景；装置；趋势
2. vt. 树立；点燃；放；点缀；使凝结"
sew,英:/səʊ/ 美:/so/,"1. vt. 缝合，缝上；缝纫
2. vi. 缝纫，缝"
sex,英:/seks/ 美:/sɛks/,"性,性别,性欲"
shade,英:/ʃeɪd/ 美:/ʃed/,"1. n. 树荫；阴影；阴凉处；遮阳物；（照片等的）明暗度；少量、些微；细微的差别
2. vt. 为…遮阳；使阴暗；使阴郁；掩盖；使渐变"
shake,英:/ʃeɪk/ 美:/ʃek/,"1. vt. 摇动；动摇；震动
2. vi. 摇动；发抖；动摇"
shall,英:/ʃæl/ 美:/ʃəl/,aux. 将；必须；会；应
shame,英:/ʃeɪm/ 美:/ʃem/,"1. n. 羞耻，羞愧；憾事，带来耻辱的人
2. vt. 使丢脸，使羞愧"
shape,英:/ʃeɪp/ 美:/ʃep/,"1. n. 形状；具体化；模型；身材
2. vt. 塑造，使成形；形成；使符合"
share,英:/ʃeə/ 美:/ʃɛr/,"1. vt. 分享，分担；分配
2. vi. 分担；共享"
sharp,英:/ʃɑːp/ 美:/ʃɑrp/,"1. adj. 急剧的；锋利的；刺耳的；敏捷的；强烈的
2. adv. 锐利地；急剧地；突然地"
shave,英:/ʃeɪv/ 美:/ʃev/,"1. vt. 剃；修面；掠过
2. vi. 剃；刮脸；勉强通过"
she,英:/ʃi:/ 美:/ʃi/,她
shear,英:/ʃɪə/ 美:/ʃɪr/,"1. vt. 修剪；剪；剥夺
2. vi. 剪；修剪；剪切"
shed,英:/ʃed/ 美:/ʃɛd/,"1. vt. 散发；流出；摆脱；倾吐
2. vi. 流出；脱落；散布"
sheep,英:/ʃiːp/ 美:/ʃip/,n. 羊，绵羊；胆小鬼
sheet,英:/ʃiːt/ 美:/ʃit/,"1. n. 薄片，纸张；床单；薄板
2. vt. 盖上被单；覆盖；使成大片"
shelf,英:/ʃelf/ 美:/ʃɛlf/,n. 搁板；架子；搁板状物
shell,英:/ʃel/ 美:/ʃɛl/,"1. n. 壳，贝壳；外形；炮弹
2. vi. 剥落；[计]设定命令行解释器的位置"
shield,英:/ʃiːld/ 美:/ʃild/,"1. n. 盾；防护物；保护者
2. vt. 保卫；包庇；遮蔽；避开"
shift,英:/ʃɪft/ 美:/ʃɪft/,"1. n. 手段；移动；轮班；变化
2. vi. 移动；转换；转变"
shine,英:/ʃaɪn/ 美:/ʃaɪn/,"1. vi. 照耀；显露；出众
2. n. 光泽；擦亮；晴天"
ship,英:/ʃɪp/ 美:/ʃɪp/,"1. vt. 运送，乘船；以船运送
2. vi. 当船员；上船；乘船旅行"
shirt,英:/ʃɜːt/ 美:/ʃɝt/,n. 衬衫；汗衫，内衣
shock,英:/ʃɒk/ 美:/ʃɑk/,"1. n. 打击；震动；震惊；休克；禾束堆
2. vt. 使震动；使震惊；使受电击；使休克；把…堆成禾束堆"
shoe,英:/ʃuː/ 美:/ʃu/,"1. n. 鞋；蹄铁；外胎
2. vt. 给……穿上鞋；穿……鞋"
shoot,英:/ʃuːt/ 美:/ʃut/,"1. vt. 拍摄；给…注射；射击，射中；发芽；使爆炸
2. vi. 射击；拍电影；发芽"
shop,英:/ʃɒp/ 美:/ʃɑp/,"1. n. 商店；店铺
2. vt. 购物"
shore,英:/ʃɔː/ 美:/ʃɔr/,"1. vt. 用支柱撑住；支撑，使稳住
2. n. 海滨；支柱"
short,英:/ʃɔ:t/ 美:/ʃɔrt/,"1. adj. 短的；不足的；急速的；唐突的
2. adv. 突然；不足；唐突地"
shot,英:/ʃɒt/ 美:/ʃɑt/,"1. n. 发射；炮弹；射手
2. adj. 用尽的；破旧的；杂色的，闪光的"
should,英:/ʃʊd/ 美:/ʃəd/,aux. 应该；将要；可能；就
shout,英:/ʃaʊt/ 美:/ʃaʊt/,"1. vi. 呼喊；喊叫；大声说
2. vt. 呼喊；大声说"
show,英:/ʃəʊ/ 美:/ʃo/,"1. vt. 显示；演出；展出；说明
2. vi. 显示；指示；说明"
shriek,英:/ʃriːk/ 美:/ʃrik/,"1. vi. 尖叫；促人注意
2. vt. 尖声发出"
shrink,英:/ʃrɪŋk/ 美:/ʃrɪŋk/,"1. vi. 收缩；畏缩
2. vt. 使缩小，使收缩"
shut,英:/ʃʌt/ 美:/ʃʌt/,"1. vt. 关闭；停业；幽禁
2. vi. 关上；停止营业"
shy,英:/ʃaɪ/ 美:/ʃaɪ/,"1. adj. 害羞的；畏缩的，胆怯的
2. vi. 惊退；厌恶；畏缩；投"
side,英:/saɪd/ 美:/saɪd/,"1. n. 方面；侧面；旁边
2. vi. 支持；赞助；偏袒"
sigh,英:/saɪ/ 美:/saɪ/,"1. vi. 叹息，叹气
2. n. 叹息，叹气"
sight,英:/saɪt/ 美:/saɪt/,"1. n. 视力；眼界；景象；见解
2. vt. 看见；瞄准"
sign,英:/saɪn/ 美:/saɪn/,"1. n. 符号；记号；迹象；手势
2. vi. 签名；签署"
silk,英:/sɪlk/ 美:/sɪlk/,"1. n. 蚕丝；丝绸；丝织物
2. adj. 丝的；丝制的；丝绸的"
sin,英:/sɪn/ 美:/sɪn/,"1. n. 过失；罪恶；罪孽
2. vi. 犯罪；犯过失"
since,英:/sɪns/ 美:/sɪns/,"1. conj. 既然；因为；由于；自…以来；自…以后
2. prep. 自…以来；自…以后"
sing,英:/sɪŋ/ 美:/sɪŋ/,"1. vi. 唱歌；鸣叫；歌颂；呼号
2. vt. 唱；用诗赞颂；唱着使"
sink,英:/sɪŋk/ 美:/sɪŋk/,"1. vi. 下沉；消沉；渗透
2. vt. 使下沉；挖掘；使低落"
sir,英:/sɜː/ 美:/sɝ/,n. 阁下，先生
sit,英:/sɪt/ 美:/sɪt/,"1. vi. 坐；位于
2. vt. 使就座"
site,英:/saɪt/ 美:/saɪt/,"位置,现场"
six,英:/sɪks/ 美:/sɪks/,"1. num. 六，六个
2. n. 六，六个"
sixth,英:/sɪksθ/ 美:/sɪksθ/,"1. n. 六分之一；月的第六日，（与the连用的）第六个
2. adj. （与 the 连用）第六的，第六个的；六分之一的"
size,英:/saɪz/ 美:/saɪz/,"1. n. 大小；尺寸
2. adj. 一定尺寸的"
skate,英:/skeɪt/ 美:/sket/,"1. vi. 滑冰；滑过
2. n. 溜冰；冰鞋"
